SCHOOL_YEAR,LEVEL_CODE,DIV_NUMBER,DIV_NAME,SCH_NUMBER,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_GRADUATE_CNT,PS_CREDIT_DE_CNT,PS_UNKN_DE_CNT,PS_CREDIT_WO_DE_CNT,PS_UNKN_WO_DE_CNT
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,3,F,N,N,N,13,9,0,9,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,5,F,N,N,N,46,36,0,36,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,5,M,N,N,N,42,28,0,28,0
2007-2008,SCH,46,Isle of Wight County,250,Windsor High,5,F,N,N,N,18,8,0,8,0
2007-2008,SCH,46,Isle of Wight County,250,Windsor High,5,M,N,N,N,10,4,1,4,1
2007-2008,SCH,48,King George County,120,King George High,5,F,N,N,N,42,34,0,33,0
2007-2008,SCH,48,King George County,120,King George High,5,M,N,N,N,34,26,1,26,1
2007-2008,SCH,50,King William County,130,King William High,5,F,N,N,N,31,22,0,22,0
2007-2008,SCH,50,King William County,130,King William High,5,M,N,N,N,14,11,0,11,0
2007-2008,SCH,51,Lancaster County,10,Lancaster High,5,F,N,N,N,17,16,0,16,0
2007-2008,SCH,51,Lancaster County,10,Lancaster High,5,M,N,N,N,16,9,1,7,1
2007-2008,SCH,52,Lee County,300,Lee High,5,F,N,N,N,24,11,0,10,0
2007-2008,SCH,52,Lee County,300,Lee High,5,M,N,N,N,12,6,1,6,1
2007-2008,SCH,52,Lee County,300,Lee High,5,F,N,N,Y,11,4,0,3,0
2007-2008,SCH,53,Loudoun County,660,Loudoun County High,5,F,N,N,N,58,50,0,50,0
2007-2008,SCH,53,Loudoun County,660,Loudoun County High,5,M,N,N,N,46,35,0,35,0
2007-2008,SCH,53,Loudoun County,680,Loudoun Valley High,5,F,N,N,N,114,90,0,90,0
2007-2008,SCH,53,Loudoun County,680,Loudoun Valley High,5,M,N,N,N,89,69,1,69,1
2007-2008,SCH,53,Loudoun County,740,Broad Run High,5,F,N,N,N,57,45,0,45,0
2007-2008,SCH,53,Loudoun County,740,Broad Run High,5,M,N,N,N,54,38,1,38,1
2007-2008,SCH,53,Loudoun County,60,Park View High,3,F,N,N,N,11,4,0,4,0
2007-2008,SCH,53,Loudoun County,60,Park View High,5,F,N,N,N,38,32,1,32,1
2007-2008,SCH,53,Loudoun County,60,Park View High,5,M,N,N,N,38,30,1,30,1
2007-2008,SCH,53,Loudoun County,140,Potomac Falls High,5,F,N,N,N,57,50,0,50,0
2007-2008,SCH,53,Loudoun County,140,Potomac Falls High,5,M,N,N,N,58,40,0,40,0
2007-2008,SCH,53,Loudoun County,850,Stone Bridge High,5,F,N,N,N,76,68,0,68,0
2007-2008,SCH,53,Loudoun County,850,Stone Bridge High,5,M,N,N,N,70,47,2,47,2
2007-2008,SCH,53,Loudoun County,900,Heritage High,5,F,N,N,N,60,50,0,50,0
2007-2008,SCH,53,Loudoun County,900,Heritage High,5,M,N,N,N,48,39,1,39,1
2007-2008,SCH,53,Loudoun County,31,Dominion High,2,M,N,N,N,10,9,0,9,0
2007-2008,SCH,53,Loudoun County,31,Dominion High,5,F,N,N,N,35,32,0,32,0
2007-2008,SCH,53,Loudoun County,31,Dominion High,5,M,N,N,N,27,16,1,16,1
2007-2008,SCH,53,Loudoun County,120,Freedom High,5,F,N,N,N,27,21,0,21,0
2007-2008,SCH,53,Loudoun County,120,Freedom High,5,M,N,N,N,23,17,0,17,0
2007-2008,SCH,53,Loudoun County,420,Briar Woods High,2,M,N,N,N,12,9,0,9,0
2007-2008,SCH,53,Loudoun County,420,Briar Woods High,5,F,N,N,N,39,36,0,36,0
2007-2008,SCH,53,Loudoun County,420,Briar Woods High,5,M,N,N,N,24,17,0,17,0
2007-2008,SCH,54,Louisa County,602,Louisa County High,5,F,N,N,N,36,21,0,21,0
2007-2008,SCH,54,Louisa County,602,Louisa County High,5,M,N,N,N,35,20,1,20,1
2007-2008,SCH,55,Lunenburg County,560,Central High,5,F,N,N,N,21,13,0,13,0
2007-2008,SCH,55,Lunenburg County,560,Central High,5,M,N,N,N,12,6,0,5,0
2007-2008,SCH,56,Madison County,221,Madison County High,5,F,N,N,N,28,16,2,16,2
2007-2008,SCH,56,Madison County,221,Madison County High,5,M,N,N,N,13,10,0,10,0
2007-2008,SCH,57,Mathews County,190,Mathews High,5,F,N,N,N,19,15,0,13,0
2007-2008,SCH,57,Mathews County,190,Mathews High,5,M,N,N,N,13,7,0,7,0
2007-2008,SCH,58,Mecklenburg County,980,Bluestone  High,5,F,N,N,N,10,8,0,7,0
2007-2008,SCH,58,Mecklenburg County,990,Park View High,5,F,N,N,N,15,13,0,11,0
2007-2008,SCH,58,Mecklenburg County,990,Park View High,5,M,N,N,N,12,11,0,11,0
2007-2008,SCH,59,Middlesex County,90,Middlesex High,5,F,N,N,N,12,9,0,9,0
2007-2008,SCH,59,Middlesex County,90,Middlesex High,5,M,N,N,N,13,6,0,6,0
2007-2008,SCH,60,Montgomery County,760,Blacksburg High,5,F,N,N,N,43,39,0,39,0
2007-2008,SCH,60,Montgomery County,760,Blacksburg High,5,M,N,N,N,60,49,0,49,0
2007-2008,SCH,60,Montgomery County,770,Christiansburg High,5,F,N,N,N,36,28,0,28,0
2007-2008,SCH,60,Montgomery County,770,Christiansburg High,5,M,N,N,N,39,26,0,25,0
2007-2008,SCH,60,Montgomery County,650,Auburn High,5,F,N,N,N,18,13,0,13,0
2007-2008,SCH,60,Montgomery County,650,Auburn High,5,M,N,N,N,10,9,0,9,0
2007-2008,SCH,62,Nelson County,710,Nelson County High,5,F,N,N,N,18,13,0,13,0
2007-2008,SCH,62,Nelson County,710,Nelson County High,5,M,N,N,N,18,10,0,10,0
2007-2008,SCH,63,New Kent County,20,New Kent High,5,F,N,N,N,31,21,1,21,1
2007-2008,SCH,63,New Kent County,20,New Kent High,5,M,N,N,N,26,15,0,14,0
2007-2008,SCH,65,Northampton County,350,Northampton High,3,F,N,N,Y,12,6,1,6,1
2007-2008,SCH,65,Northampton County,350,Northampton High,3,M,N,N,Y,10,8,0,7,0
2007-2008,SCH,66,Northumberland County,40,Northumberland High,5,F,N,N,N,12,5,0,5,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,5,F,N,N,N,20,15,0,15,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,5,M,N,N,N,10,5,0,4,0
2007-2008,SCH,68,Orange County,330,Orange County High,5,F,N,N,N,52,38,1,38,1
2007-2008,SCH,68,Orange County,330,Orange County High,5,M,N,N,N,35,18,0,18,0
2007-2008,SCH,69,Page County,110,Luray High,5,F,N,N,N,22,14,1,14,1
2007-2008,SCH,69,Page County,110,Luray High,5,M,N,N,N,12,9,0,8,0
2007-2008,SCH,69,Page County,380,Page County High,5,F,N,N,N,12,6,0,6,0
2007-2008,SCH,69,Page County,380,Page County High,5,M,N,N,N,11,5,0,5,0
2007-2008,SCH,70,Patrick County,700,Patrick County High,5,F,N,N,N,27,20,0,20,0
2007-2008,SCH,70,Patrick County,700,Patrick County High,5,M,N,N,N,19,12,0,11,0
2007-2008,SCH,71,Pittsylvania County,1730,Tunstall Senior High,5,F,N,N,N,33,24,0,21,0
2007-2008,SCH,71,Pittsylvania County,1730,Tunstall Senior High,5,M,N,N,N,30,23,0,23,0
2007-2008,SCH,71,Pittsylvania County,1680,Dan River Senior High,5,F,N,N,N,10,9,0,8,0
2007-2008,SCH,71,Pittsylvania County,1680,Dan River Senior High,5,M,N,N,N,13,10,0,10,0
2007-2008,SCH,71,Pittsylvania County,1700,Gretna Senior High,5,F,N,N,N,21,14,0,14,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,5,F,N,N,N,18,15,0,14,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,5,M,N,N,N,14,8,0,8,0
2007-2008,SCH,72,Powhatan County,11,Powhatan High,5,F,N,N,N,59,39,1,39,1
2007-2008,SCH,72,Powhatan County,11,Powhatan High,5,M,N,N,N,49,35,0,35,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,3,F,N,N,Y,15,9,0,9,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,3,M,N,N,Y,10,3,0,2,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,5,F,N,N,N,12,9,0,8,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,5,M,N,N,N,13,12,0,11,0
2007-2008,SCH,74,Prince George County,20,Prince George High,3,F,N,N,N,25,14,0,14,0
2007-2008,SCH,74,Prince George County,20,Prince George High,5,F,N,N,N,70,55,0,53,0
2007-2008,SCH,74,Prince George County,20,Prince George High,5,M,N,N,N,24,14,0,13,0
2007-2008,SCH,75,Prince William County,530,Brentsville District High,5,F,N,N,N,48,39,0,38,0
2007-2008,SCH,75,Prince William County,530,Brentsville District High,5,M,N,N,N,46,27,1,27,1
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,5,F,N,N,N,39,30,1,30,1
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,5,M,N,N,N,19,14,1,14,1
2007-2008,SCH,75,Prince William County,690,Gar-Field High,2,F,N,N,N,15,9,0,9,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,F,N,N,N,26,21,0,21,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,M,N,N,N,15,8,0,8,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,F,N,N,Y,13,5,0,5,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,5,F,N,N,N,32,25,1,25,1
2007-2008,SCH,75,Prince William County,690,Gar-Field High,5,M,N,N,N,22,12,2,12,2
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,2,M,N,N,N,11,9,0,9,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,3,F,N,N,N,31,18,1,18,1
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,3,M,N,N,N,12,9,0,9,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,5,F,N,N,N,57,46,0,46,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,5,M,N,N,N,40,28,1,28,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,3,F,N,N,N,18,11,0,11,0
2007-2008,SCH,75,Prince William County,60,Woodbridge High,3,M,N,N,N,12,5,0,5,0
2007-2008,SCH,75,Prince William County,60,Woodbridge High,5,F,N,N,N,71,54,1,53,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,5,M,N,N,N,45,32,0,32,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,3,F,N,N,N,11,7,0,7,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,3,M,N,N,N,10,7,0,7,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,5,F,N,N,N,98,76,1,76,1
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,5,M,N,N,N,78,55,0,55,0
2007-2008,SCH,75,Prince William County,140,Potomac High,3,F,N,N,N,21,10,1,10,1
2007-2008,SCH,75,Prince William County,140,Potomac High,3,M,N,N,N,13,10,0,10,0
2007-2008,SCH,75,Prince William County,140,Potomac High,5,F,N,N,N,18,16,0,16,0
2007-2008,SCH,75,Prince William County,140,Potomac High,5,M,N,N,N,16,9,0,9,0
2007-2008,SCH,75,Prince William County,870,Forest Park High,3,F,N,N,N,21,16,1,16,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,3,M,N,N,N,21,13,1,13,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,4,M,N,N,N,11,8,1,8,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,5,F,N,N,N,56,42,1,42,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,5,M,N,N,N,54,43,0,43,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,2,F,N,N,N,12,12,0,12,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,3,F,N,N,N,12,9,0,9,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,5,F,N,N,N,84,63,1,63,1
2007-2008,SCH,75,Prince William County,290,Battlefield High,5,M,N,N,N,66,47,2,47,2
2007-2008,SCH,75,Prince William County,300,Freedom High,3,F,N,N,N,14,8,0,8,0
2007-2008,SCH,75,Prince William County,300,Freedom High,3,M,N,N,N,10,2,0,2,0
2007-2008,SCH,75,Prince William County,300,Freedom High,5,M,N,N,N,11,6,1,6,1
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,F,N,N,N,39,24,0,23,0
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,M,N,N,N,45,29,0,29,0
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,M,N,N,Y,11,2,0,2,0
2007-2008,SCH,78,Rappahannock County,230,Rappahannock County High,5,M,N,N,N,18,9,0,8,0
2007-2008,SCH,79,Richmond County,210,Rappahannock High,5,F,N,N,N,16,12,0,11,0
2007-2008,SCH,80,Roanoke County,630,William Byrd High,5,F,N,N,N,57,37,0,36,0
2007-2008,SCH,80,Roanoke County,630,William Byrd High,5,M,N,N,N,52,36,0,35,0
2007-2008,SCH,80,Roanoke County,470,Cave Spring High,5,F,N,N,N,40,35,0,35,0
2007-2008,SCH,80,Roanoke County,470,Cave Spring High,5,M,N,N,N,23,18,1,18,1
2007-2008,SCH,80,Roanoke County,520,Northside High,5,F,N,N,N,32,19,0,19,0
2007-2008,SCH,80,Roanoke County,520,Northside High,5,M,N,N,N,36,26,1,26,1
2007-2008,SCH,80,Roanoke County,610,Glenvar High,5,F,N,N,N,33,25,0,25,0
2007-2008,SCH,80,Roanoke County,610,Glenvar High,5,M,N,N,N,17,11,0,11,0
2007-2008,SCH,80,Roanoke County,754,Hidden Valley High,5,F,N,N,N,73,63,0,62,0
2007-2008,SCH,80,Roanoke County,754,Hidden Valley High,5,M,N,N,N,52,36,0,35,0
2007-2008,SCH,81,Rockbridge County,22,Rockbridge County High,5,F,N,N,N,48,34,0,33,0
2007-2008,SCH,81,Rockbridge County,22,Rockbridge County High,5,M,N,N,N,21,14,0,14,0
2007-2008,SCH,82,Rockingham County,870,Broadway High,5,F,N,N,N,32,24,1,23,1
2007-2008,SCH,82,Rockingham County,870,Broadway High,5,M,N,N,N,16,12,0,12,0
2007-2008,SCH,82,Rockingham County,850,Turner Ashby High,5,F,N,N,N,49,35,2,35,2
2007-2008,SCH,82,Rockingham County,850,Turner Ashby High,5,M,N,N,N,31,19,0,19,0
2007-2008,SCH,82,Rockingham County,20,Spotswood High,5,F,N,N,N,51,35,1,35,1
2007-2008,SCH,82,Rockingham County,20,Spotswood High,5,M,N,N,N,39,27,0,27,0
2007-2008,SCH,83,Russell County,140,Lebanon High,5,F,N,N,N,26,22,2,21,0
2007-2008,SCH,83,Russell County,140,Lebanon High,5,M,N,N,N,31,21,0,21,0
2007-2008,SCH,83,Russell County,540,Honaker High,5,F,N,N,N,10,6,0,6,0
2007-2008,SCH,83,Russell County,540,Honaker High,5,M,N,N,N,17,11,0,11,0
2007-2008,SCH,83,Russell County,791,Castlewood High,5,M,N,N,N,10,8,1,8,1
2007-2008,SCH,84,Scott County,770,Gate City High,5,F,N,N,N,19,18,0,18,0
2007-2008,SCH,84,Scott County,770,Gate City High,5,M,N,N,N,33,23,0,16,0
2007-2008,SCH,84,Scott County,770,Gate City High,5,F,N,N,Y,11,7,0,4,0
2007-2008,SCH,85,Shenandoah County,780,Central High,5,F,N,N,N,21,18,0,18,0
2007-2008,SCH,85,Shenandoah County,780,Central High,5,M,N,N,N,32,20,0,19,0
2007-2008,SCH,85,Shenandoah County,790,Stonewall Jackson High,5,F,N,N,N,17,13,0,13,0
2007-2008,SCH,85,Shenandoah County,790,Stonewall Jackson High,5,M,N,N,N,15,6,0,5,0
2007-2008,SCH,85,Shenandoah County,770,Strasburg High,5,F,N,N,N,23,18,0,18,0
2007-2008,SCH,85,Shenandoah County,770,Strasburg High,5,M,N,N,N,18,11,0,11,0
2007-2008,SCH,86,Smyth County,460,Chilhowie High,5,F,N,N,N,15,10,0,10,0
2007-2008,SCH,86,Smyth County,460,Chilhowie High,5,M,N,N,N,14,6,0,6,0
2007-2008,SCH,86,Smyth County,700,Marion Senior High,5,F,N,N,N,26,17,1,16,1
2007-2008,SCH,86,Smyth County,700,Marion Senior High,5,M,N,N,N,23,14,0,14,0
2007-2008,SCH,87,Southampton County,690,Southampton High,3,F,N,N,N,10,3,1,3,1
2007-2008,SCH,87,Southampton County,690,Southampton High,3,F,N,N,Y,12,6,0,6,0
2007-2008,SCH,87,Southampton County,690,Southampton High,5,F,N,N,N,30,22,0,21,0
2007-2008,SCH,87,Southampton County,690,Southampton High,5,M,N,N,N,11,6,1,6,1
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,3,F,N,N,N,12,6,1,6,1
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,5,F,N,N,N,51,36,0,36,0
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,5,M,N,N,N,34,26,0,26,0
2007-2008,SCH,88,Spotsylvania County,370,Spotsylvania High,5,F,N,N,N,30,15,0,15,0
2007-2008,SCH,88,Spotsylvania County,370,Spotsylvania High,5,M,N,N,N,18,8,0,8,0
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,3,F,N,N,N,10,6,1,6,1
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,5,F,N,N,N,33,25,0,25,0
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,5,M,N,N,N,29,20,0,20,0
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,3,F,N,N,N,16,9,1,9,1
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,5,F,N,N,N,57,39,0,39,0
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,5,M,N,N,N,28,18,0,18,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,5,F,N,N,N,86,54,0,54,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,5,M,N,N,N,70,47,0,47,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,3,F,N,N,N,11,4,0,3,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,5,F,N,N,N,82,62,0,60,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,5,M,N,N,N,49,28,1,28,1
2007-2008,SCH,89,Stafford County,30,North Stafford High,3,F,N,N,N,11,5,1,5,1
2007-2008,SCH,89,Stafford County,30,North Stafford High,3,M,N,N,N,16,7,2,7,2
2007-2008,SCH,89,Stafford County,30,North Stafford High,5,F,N,N,N,49,37,0,37,0
2007-2008,SCH,89,Stafford County,30,North Stafford High,5,M,N,N,N,51,34,0,34,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,5,F,N,N,N,57,42,0,42,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,5,M,N,N,N,40,28,0,28,0
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,3,F,N,N,N,19,13,1,13,1
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,3,M,N,N,N,11,7,0,7,0
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,5,F,N,N,N,51,42,1,42,1
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,5,M,N,N,N,44,33,0,33,0
2007-2008,SCH,89,Stafford County,430,Mountain View High,3,F,N,N,N,15,10,1,10,1
2007-2008,SCH,89,Stafford County,430,Mountain View High,5,F,N,N,N,76,53,0,53,0
2007-2008,SCH,89,Stafford County,430,Mountain View High,5,M,N,N,N,57,32,1,32,1
2007-2008,SCH,92,Tazewell County,890,Tazewell High,5,F,N,N,N,14,9,1,8,1
2007-2008,SCH,92,Tazewell County,890,Tazewell High,5,M,N,N,N,19,12,1,12,1
2007-2008,SCH,92,Tazewell County,940,Graham High,5,F,N,N,N,17,12,0,12,0
2007-2008,SCH,92,Tazewell County,821,Richlands High,5,F,N,N,N,22,14,0,13,0
2007-2008,SCH,92,Tazewell County,821,Richlands High,5,M,N,N,N,29,16,0,15,0
2007-2008,SCH,93,Warren County,230,Warren County High,5,F,N,N,N,25,16,0,16,0
2007-2008,SCH,93,Warren County,230,Warren County High,5,M,N,N,N,30,17,0,16,0
2007-2008,SCH,93,Warren County,250,Skyline High School,5,F,N,N,N,29,20,0,20,0
2007-2008,SCH,93,Warren County,250,Skyline High School,5,M,N,N,N,20,16,0,14,0
2007-2008,SCH,94,Washington County,1030,Abingdon High,5,F,N,N,N,41,29,0,28,0
2007-2008,SCH,94,Washington County,1030,Abingdon High,5,M,N,N,N,28,17,0,17,0
2007-2008,SCH,94,Washington County,1040,John S. Battle High,5,F,N,N,N,17,9,0,8,0
2007-2008,SCH,94,Washington County,1040,John S. Battle High,5,M,N,N,N,17,9,0,8,0
2007-2008,SCH,94,Washington County,1050,Patrick Henry High,5,M,N,N,N,17,8,0,8,0
2007-2008,SCH,94,Washington County,1050,Patrick Henry High,5,F,N,N,Y,10,2,1,1,1
2007-2008,SCH,94,Washington County,1060,Holston High,5,M,N,N,N,10,8,0,8,0
2007-2008,SCH,96,Wise County,710,Appalachia High,5,M,N,N,N,14,7,1,7,1
2007-2008,SCH,96,Wise County,1000,J.J. Kelly High,5,F,N,N,N,27,18,0,18,0
2007-2008,SCH,96,Wise County,1000,J.J. Kelly High,5,M,N,N,N,24,12,0,12,0
2007-2008,SCH,96,Wise County,1010,Powell Valley High,5,F,N,N,N,16,6,0,6,0
2007-2008,SCH,96,Wise County,1010,Powell Valley High,5,M,N,N,N,15,6,0,6,0
2007-2008,SCH,96,Wise County,71,Pound High,5,F,N,N,N,11,9,0,8,0
2007-2008,SCH,96,Wise County,652,Coeburn High,5,F,N,N,N,13,7,0,4,0
2007-2008,SCH,97,Wythe County,202,Rural Retreat High,5,F,N,N,N,17,8,1,8,1
2007-2008,SCH,97,Wythe County,202,Rural Retreat High,5,M,N,N,N,13,9,0,8,0
2007-2008,SCH,97,Wythe County,721,George Wythe High,5,F,N,N,N,18,12,0,12,0
2007-2008,SCH,97,Wythe County,721,George Wythe High,5,M,N,N,N,11,7,0,6,0
2007-2008,SCH,97,Wythe County,721,George Wythe High,5,F,N,N,Y,10,1,0,1,0
2007-2008,SCH,97,Wythe County,760,Fort Chiswell High,5,F,N,N,N,23,12,1,9,0
2007-2008,SCH,97,Wythe County,760,Fort Chiswell High,5,M,N,N,N,13,4,0,3,0
2007-2008,SCH,98,York County,230,Tabb High,5,F,N,N,N,48,41,0,41,0
2007-2008,SCH,98,York County,230,Tabb High,5,M,N,N,N,52,38,0,38,0
2007-2008,SCH,98,York County,20,Bruton High,5,F,N,N,N,23,19,1,19,1
2007-2008,SCH,98,York County,20,Bruton High,5,M,N,N,N,24,18,0,18,0
2007-2008,SCH,98,York County,30,York High,5,F,N,N,N,48,35,0,35,0
2007-2008,SCH,98,York County,30,York High,5,M,N,N,N,35,26,0,26,0
2007-2008,SCH,98,York County,332,Grafton High,5,F,N,N,N,61,42,1,42,1
2007-2008,SCH,98,York County,332,Grafton High,5,M,N,N,N,49,34,0,34,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,3,F,N,N,N,27,18,0,18,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,3,M,N,N,N,12,7,0,7,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,3,F,N,N,Y,14,6,0,6,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,3,M,N,N,Y,10,3,0,3,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,5,F,N,N,N,20,19,0,19,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,5,M,N,N,N,28,22,1,22,1
2007-2008,SCH,102,Bristol City,80,Virginia High,5,F,N,N,N,19,11,0,11,0
2007-2008,SCH,102,Bristol City,80,Virginia High,5,M,N,N,N,15,11,0,10,0
2007-2008,SCH,103,Buena Vista City,62,Parry McCluer High,5,F,N,N,N,10,6,0,6,0
2007-2008,SCH,104,Charlottesville City,140,Charlottesville High,3,F,N,N,Y,13,9,0,9,0
2007-2008,SCH,104,Charlottesville City,140,Charlottesville High,5,F,N,N,N,23,17,0,17,0
2007-2008,SCH,104,Charlottesville City,140,Charlottesville High,5,M,N,N,N,16,13,0,13,0
2007-2008,SCH,106,Colonial Heights City,40,Colonial Heights High,5,F,N,N,N,25,18,0,18,0
2007-2008,SCH,106,Colonial Heights City,40,Colonial Heights High,5,M,N,N,N,30,20,0,20,0
2007-2008,SCH,107,Covington City,350,Covington High,5,M,N,N,N,11,8,0,7,0
2007-2008,SCH,108,Danville City,210,George Washington High,3,F,N,N,N,17,11,0,9,0
2007-2008,SCH,108,Danville City,210,George Washington High,3,F,N,N,Y,33,14,0,12,0
2007-2008,SCH,108,Danville City,210,George Washington High,3,M,N,N,Y,10,5,0,5,0
2007-2008,SCH,108,Danville City,210,George Washington High,5,F,N,N,N,17,13,0,13,0
2007-2008,SCH,108,Danville City,210,George Washington High,5,M,N,N,N,15,14,0,13,0
2007-2008,SCH,109,Falls Church City,251,George Mason High,5,F,N,N,N,15,14,0,14,0
2007-2008,SCH,109,Falls Church City,251,George Mason High,5,M,N,N,N,20,15,0,15,0
2007-2008,SCH,110,Fredericksburg City,40,James Monroe High,5,F,N,N,N,20,15,0,15,0
2007-2008,SCH,110,Fredericksburg City,40,James Monroe High,5,M,N,N,N,21,12,0,12,0
2007-2008,SCH,111,Galax City,31,Galax High,5,F,N,N,N,10,7,0,7,0
2007-2008,SCH,111,Galax City,31,Galax High,5,M,N,N,N,12,9,0,8,0
2007-2008,SCH,112,Hampton City,280,Hampton High,3,F,N,N,N,31,15,1,15,1
2007-2008,SCH,112,Hampton City,280,Hampton High,3,M,N,N,N,28,17,2,17,2
2007-2008,SCH,112,Hampton City,280,Hampton High,3,F,N,N,Y,11,3,0,3,0
2007-2008,SCH,112,Hampton City,320,Kecoughtan High,3,F,N,N,N,18,9,0,9,0
2007-2008,SCH,112,Hampton City,320,Kecoughtan High,5,F,N,N,N,38,22,1,22,1
2007-2008,SCH,112,Hampton City,320,Kecoughtan High,5,M,N,N,N,45,30,0,30,0
2007-2008,SCH,112,Hampton City,430,Bethel High,3,F,N,N,N,55,28,2,28,2
2007-2008,SCH,112,Hampton City,430,Bethel High,3,M,N,N,N,28,13,0,13,0
2007-2008,SCH,112,Hampton City,430,Bethel High,3,F,N,N,Y,10,6,0,6,0
2007-2008,SCH,112,Hampton City,430,Bethel High,5,F,N,N,N,20,9,0,9,0
2007-2008,SCH,112,Hampton City,430,Bethel High,5,M,N,N,N,19,10,0,10,0
2007-2008,SCH,112,Hampton City,50,Phoebus High,3,F,N,N,N,17,6,1,6,1
2007-2008,SCH,112,Hampton City,50,Phoebus High,3,M,N,N,N,16,9,1,9,1
2007-2008,SCH,112,Hampton City,50,Phoebus High,3,F,N,N,Y,10,7,0,6,0
2007-2008,SCH,112,Hampton City,50,Phoebus High,5,F,N,N,N,15,9,0,9,0
2007-2008,SCH,112,Hampton City,50,Phoebus High,5,M,N,N,N,11,7,0,6,0
2007-2008,SCH,113,Harrisonburg City,12,Harrisonburg High,5,F,N,N,N,35,27,0,27,0
2007-2008,SCH,113,Harrisonburg City,12,Harrisonburg High,5,M,N,N,N,19,15,0,15,0
2007-2008,SCH,114,Hopewell City,120,Hopewell High,5,F,N,N,N,13,7,0,7,0
2007-2008,SCH,115,Lynchburg City,260,E.C. Glass High,5,F,N,N,N,33,26,0,26,0
2007-2008,SCH,115,Lynchburg City,260,E.C. Glass High,5,M,N,N,N,36,30,0,30,0
2007-2008,SCH,115,Lynchburg City,130,Heritage High,3,F,N,N,N,16,4,0,4,0
